"mutant_ID","pool","firma","7dpiAlfL_KSUMA","7dpiAlfL_KValor M","7dpiAlfL_Kt-test","7dpiAlfL_HSUMA","7dpiAlfL_HValor M","7dpiAlfL_Ht-test","position","region","contig","Locus_tag","Gene","Protein"
"2011mTn5STM.4.07.E12",7.00,348.00,450.50,-0.10,0.36,593.00,-0.09,0.20,228871.00,"RME591985_212","pSymB","SM_b20221","SM_b20221","epoxide hydrolase"
"2011mTn5STM.4.07.F01",7.00,441.00,525.75,-0.24,0.04,594.00,-0.31,0.07,91250.00,"AE006469_88","pSymA","SMa0166","SMa0166","hypothetical protein"
"2011mTn5STM.4.07.F02",7.00,465.00,226.00,-0.09,0.49,207.75,-0.32,0.19,377009.00,"AE006469_368","pSymA","SMa0695","arcB","ornithine carbamoyltransferase"
"2011mTn5STM.4.07.F03",7.00,351.00,366.50,-0.21,0.02,402.75,-0.20,0.03,733181.00,"SME591688_683","chromosome","SMc03038","flaB","flagellin B protein"
"2011mTn5STM.4.07.F04",7.00,352.00,368.25,-0.28,0.04,272.00,-0.07,0.23,160559.00,"AE006469_155","pSymA","SMa0288","SMa0288","hypothetical protein"
"2011mTn5STM.4.07.F05",7.00,430.00,283.25,-0.14,0.33,114.25,-0.18,0.18,511186.00,"]--Intergenic--[","pSymB","SM_b20493","SM_b20493","short-chain dehydrogenase"
"2011mTn5STM.4.07.F06",7.00,354.00,402.25,-0.09,0.41,291.50,0.03,0.68,809403.00,"AE006469_802","pSymA","SMa1471","SMa1471","hypothetical protein"
"2011mTn5STM.4.07.F07",7.00,454.00,223.25,0.11,0.33,315.50,-0.09,0.30,906045.00,"SME591688_840","chromosome","SMc00881","dgoK1","2-dehydro-3-deoxygalactonokinase"
"2011mTn5STM.4.07.F08",7.00,356.00,479.50,-0.46,9.91611868855127e-03,398.00,-0.41,0.04,3437425.00,"SME591688_3211","chromosome","SMc03769","SMc03769","protease transmembrane protein"
"2011mTn5STM.4.07.F09",7.00,395.00,368.00,-0.15,0.03,381.75,-0.12,0.19,145179.00,"RME591985_131","pSymB","SM_b20132","SM_b20132","dehydrogenase"
"2011mTn5STM.4.07.F10",7.00,358.00,333.00,9.82833818821992e-03,0.93,157.75,0.21,0.18,764308.00,"AE006469_760","pSymA","SMa1387","SMa1387","LysR family transcriptional regulator"
"2011mTn5STM.4.07.F11",7.00,479.00,237.00,-0.42,8.52354612076887e-04,376.75,-0.11,0.20,255739.00,"]--Intergenic--[","pSymA","SMa0470","SMa0470","ABC transporter ATP-binding protein"
"2011mTn5STM.4.07.F12",7.00,360.00,281.25,-0.08,0.07,537.00,-0.07,0.29,538784.00,"AE006469_521","pSymA","SMa0961","SMa0961","Response regulator"
"2011mTn5STM.4.07.G01",7.00,361.00,727.75,-0.56,9.16790425733229e-03,534.25,-0.39,0.01,7057.00,"]--Intergenic--[","chromosome","SMc02785","SMc02785","lytic murein transglycosylase A protein"
"2011mTn5STM.4.07.G02",7.00,362.00,362.00,8.93292407568114e-03,0.92,456.25,0.08,0.16,739570.00,"RME591985_674","pSymB","SM_b21096","SM_b21096","amino acid transporter ABC transporter ATP-binding protein"
"2011mTn5STM.4.07.G03",7.00,363.00,202.75,0.09,0.63,284.00,1.22293664525653e-03,0.99,731863.00,"RME591985_667","pSymB","SM_b21089","SM_b21089","membrane-anchored racemase"
"2011mTn5STM.4.07.G04",7.00,364.00,518.25,0.50,0.01,322.25,0.56,7.10424396547737e-04,851357.00,"RME591985_780","pSymB","SM_b21277","SM_b21277","inosine-uridine preferring nucleoside hydrolase"
"2011mTn5STM.4.07.G05",7.00,365.00,464.00,-1.55,8.67890719615762e-06,660.50,-1.70,1.86961170587453e-04,704958.00,"]--Intergenic--[","chromosome","SMc03007","cheA","chemotaxis protein (sensory transduction histidine kinase)"
"2011mTn5STM.4.07.G06",7.00,366.00,178.25,0.03,0.70,282.50,-0.06,0.29,1784848.00,"]--Intergenic--[","chromosome","SMc00955","SMc00955","hypothetical protein"
"2011mTn5STM.4.07.G07",7.00,367.00,182.75,-8.36566259781711e-03,0.95,259.00,-0.02,0.82,2175678.00,"SME591688_2055","chromosome","SMc04187","SMc04187","DNA packaging protein GP2"
"2011mTn5STM.4.07.G09",7.00,369.00,77.25,-0.41,0.06,304.75,-0.48,0.04,876085.00,"AE006469_860","pSymA","SMa1582","SMa1582","hypothetical protein"
"2011mTn5STM.4.07.G10",7.00,370.00,60.75,-0.64,0.07,59.75,-0.79,0.02,1442383.00,"SME591688_1350","chromosome","SMc01336","rne","ribonuclease E protein"
"2011mTn5STM.4.07.G11",7.00,371.00,199.75,0.38,0.19,514.25,0.35,0.08,96233.00,"AE006469_93","pSymA","SMa0175","SMa0175","hypothetical protein"
"2011mTn5STM.4.07.G12",7.00,372.00,427.25,0.11,0.10,165.50,0.15,0.35,2430475.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.07.H01",7.00,373.00,430.50,-0.26,0.08,833.50,-0.41,1.82462728329859e-03,3054766.00,"SME591688_2883","chromosome","SMc04050","SMc04050","hypothetical protein"
"2011mTn5STM.4.07.H02",7.00,477.00,423.75,0.03,0.59,480.75,2.42658841442754e-03,0.97,2437990.00,"SME591688_2294","chromosome","SMc01642","SMc01642","periplasmic binding protein"
"2011mTn5STM.4.07.H03",7.00,375.00,376.75,-0.21,0.17,475.75,-0.27,0.08,168635.00,"AE006469_163","pSymA","SMa0302","SMa0302","ABC transporter substrate-binding protein"
"2011mTn5STM.4.07.H04",7.00,376.00,559.25,-0.04,0.79,582.00,-3.58496242696672e-03,0.95,2564003.00,"SME591688_2417","chromosome","SMc02714","SMc02714","hypothetical protein"
"2011mTn5STM.4.07.H05",7.00,377.00,352.50,0.01,0.95,261.25,0.05,0.47,2514654.00,"]--Intergenic--[","chromosome","SMc01571","SMc01571","oxidoreductase"
"2011mTn5STM.4.07.H06",7.00,378.00,69.50,-1.31,1.6011689846183e-03,125.00,-1.18,8.39881331074399e-03,1297770.00,"SME591688_1209","chromosome","SMc00622","rnd","ribonuclease D protein"
"2011mTn5STM.4.07.H07",7.00,379.00,242.25,-0.64,0.01,319.25,-0.49,1.71136956207439e-03,3270436.00,"]--Intergenic--[","chromosome","SMc02521","glpR","glycerol-3-phosphate regulon repressor transcription regulator protein"
"2011mTn5STM.4.07.H09",7.00,381.00,400.00,0.09,0.13,400.75,-0.17,0.09,141647.00,"SME591688_126","chromosome","SMc04131","SMc04131","hypothetical protein"
"2011mTn5STM.4.07.H10",7.00,382.00,371.75,0.40,0.09,572.50,0.43,0.09,756702.00,"AE006469_755","pSymA","SMa1375","SMa1375","ABC transporter substrate-binding protein"
"2011mTn5STM.4.07.H11",7.00,383.00,328.75,-0.12,0.13,500.50,-0.07,0.23,,"","","","",""
"2011mTn5STM.4.07.H12",7.00,396.00,310.25,-0.12,0.21,847.75,-0.14,0.30,215496.00,"AE006469_212","pSymA","SMa0398","hisD2","histidinol dehydrogenase"
"2011mTn5STM.4.08.A01",8.00,289.00,126.00,-1.41,5.13256147562541e-03,108.50,-1.33,0.02,649238.00,"]--Intergenic--[","chromosome","SMc02274","rkpU","capsule polysaccharide exporter protein"
"2011mTn5STM.4.08.A02",8.00,317.00,203.25,-0.17,0.16,203.25,0.01,0.94,2109231.00,"SME591688_1988","chromosome","SMc04288","SMc04288","peptide transport ATP-binding ABC transporter protein"
"2011mTn5STM.4.08.A03",8.00,291.00,317.00,0.32,0.38,421.75,-0.04,0.75,1065244.00,"RME591985_975","pSymB","SM_b21536","SM_b21536","hypothetical protein"
"2011mTn5STM.4.08.A04",8.00,406.00,637.50,-0.18,0.29,1307.25,-0.12,0.26,573196.00,"SME591688_526","chromosome","SMc02139","SMc02139","hypothetical protein"
"2011mTn5STM.4.08.A05",8.00,293.00,409.00,1.56101756395435e-03,0.99,583.00,0.22,0.26,775728.00,"AE006469_770","pSymA","SMa1409","SMa1409","acyl-CoA transferase"
"2011mTn5STM.4.08.A06",8.00,294.00,401.25,-0.75,1.60764262156986e-03,744.50,-0.86,0.05,436143.00,"SME591688_408","chromosome","SMc01120","SMc01120","hypothetical protein"
"2011mTn5STM.4.08.A07",8.00,295.00,160.25,-0.93,3.56136666045016e-03,422.75,-0.63,0.01,1550742.00,"RME591985_1449","pSymB","SM_b20757","bhbA","methylmalonyl-CoA mutase"
"2011mTn5STM.4.08.A08",8.00,296.00,256.50,0.51,0.47,552.25,0.24,0.45,1126757.00,"SME591688_1045","chromosome","SMc02372","SMc02372","transport transmembrane protein"
"2011mTn5STM.4.08.A09",8.00,297.00,508.00,0.01,0.92,395.00,0.01,0.86,561800.00,"]--Intergenic--[","pSymB","SM_b20537","SM_b20537","transcriptional regulator"
"2011mTn5STM.4.08.A10",8.00,407.00,307.75,-0.08,0.52,525.50,-0.23,0.11,495004.00,"AE006469_486","pSymA","SMa0887","SMa0887","hypothetical protein"
"2011mTn5STM.4.08.A11",8.00,299.00,362.50,-0.19,0.09,522.00,-0.17,0.49,221683.00,"AE006469_217","pSymA","SMa0405","SMa0405","transposase, fragment"
"2011mTn5STM.4.08.A12",8.00,300.00,239.00,-5.42511037833365e-03,0.95,429.50,-0.16,0.52,532504.00,"RME591985_491","pSymB","SM_b20510","dgoA","galactonate dehydratase"
"2011mTn5STM.4.08.B01",8.00,452.00,299.00,-0.12,0.50,281.50,0.09,0.52,1548616.00,"]--Intergenic--[","chromosome","SMc01023","tpiA","triosephosphate isomerase"
"2011mTn5STM.4.08.B02",8.00,290.00,210.75,-0.52,0.04,292.75,-0.66,9.25209679958747e-03,1434733.00,"RME591985_1338","pSymB","SM_b21508","dapA3","dihydrodipicolinate synthetase"
"2011mTn5STM.4.08.B03",8.00,394.00,539.50,0.28,0.19,649.50,0.24,0.15,303453.00,"SME591688_276","chromosome","SMc00348","SMc00348","hypothetical protein"
"2011mTn5STM.4.08.B04",8.00,304.00,587.25,-0.29,0.11,820.75,-0.01,0.87,,"","","","",""
"2011mTn5STM.4.08.B05",8.00,305.00,0.50,0.55,0.42,3.25,0.79,0.13,3568802.00,"SME591688_3342","chromosome","SMc03900","ndvA","cyclic beta-1,2-glucan ABc transporter"
"2011mTn5STM.4.08.B06",8.00,306.00,259.50,0.02,0.84,351.50,0.17,0.22,409133.00,"RME591985_379","pSymB","SM_b20394","SM_b20394","hypothetical protein"
"2011mTn5STM.4.08.B07",8.00,307.00,230.75,-5.076001362545e-03,0.95,357.25,0.05,0.59,3409662.00,"SME591688_3195","chromosome","SMc03293","SMc03293","hypothetical protein"
"2011mTn5STM.4.08.B08",8.00,308.00,297.00,-0.25,0.46,335.50,-0.02,0.90,710383.00,"]--Intergenic--[","pSymB","SM_b21073","exoF2","OMA family outer membrane saccharide export protein"
"2011mTn5STM.4.08.B09",8.00,309.00,285.50,-0.63,0.14,331.50,-0.10,0.21,255251.00,"RME591985_238","pSymB","SM_b20249","SM_b20249","myo-inositol-1-phosphate synthase"
"2011mTn5STM.4.08.B10",8.00,310.00,159.25,-0.57,0.24,344.25,-0.17,0.24,1016154.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.4.08.B11",8.00,311.00,309.25,0.37,0.13,495.75,0.33,0.02,2304086.00,"SME591688_2181","chromosome","SMc01458","SMc01458","transporter"
"2011mTn5STM.4.08.B12",8.00,312.00,491.75,-0.24,0.26,320.50,-0.33,0.08,365673.00,"AE006469_360","pSymA","SMa0680","SMa0680","amino acid (ornithine, lysine, arginine) decarboxylase"
"2011mTn5STM.4.08.C01",8.00,313.00,530.00,-0.32,0.04,803.50,-0.34,0.01,1209228.00,"AE006469_1165","pSymA","SMa2139","sgaA","SgaA serine-glyoxylate aminotransferase (SGAT)"
"2011mTn5STM.4.08.C02",8.00,314.00,278.50,-0.52,0.11,335.25,-0.05,0.72,2844643.00,"SME591688_2683","chromosome","SMc00737","SMc00737","hypothetical protein"
"2011mTn5STM.4.08.C03",8.00,315.00,225.00,0.05,0.74,219.00,0.09,0.54,3070885.00,"]--Intergenic--[","chromosome","SMc03923","glgC","glucose-1-phosphate adenylyltransferase"
"2011mTn5STM.4.08.C04",8.00,316.00,272.25,-0.11,0.52,462.25,-0.39,0.03,118242.00,"]--Intergenic--[","chromosome","SMc04149","SMc04149","oxidoreductase"
"2011mTn5STM.4.08.C05",8.00,317.00,203.25,-0.17,0.16,203.25,0.01,0.94,113691.00,"RME591985_102","pSymB","SM_b20103","SM_b20103","FAD-dependent oxidoreductase"
"2011mTn5STM.4.08.C06",8.00,318.00,584.25,0.25,0.23,399.25,0.17,0.69,566416.00,"SME591688_518","chromosome","SMc02147","phoR","phosphate regulon sensor histidine kinase transmembrane protein"
"2011mTn5STM.4.08.C07",8.00,319.00,203.50,0.48,0.27,163.50,-0.09,0.64,1080126.00,"SME591688_1002","chromosome","SMc00114","ptrB","protease II oligopeptidase B hydrolase serine protease"
"2011mTn5STM.4.08.C08",8.00,466.00,310.25,-0.24,0.11,482.75,-0.18,8.18393813378072e-03,138055.00,"SME591688_123","chromosome","SMc04134","SMc04134","transcriptional regulator"
"2011mTn5STM.4.08.C09",8.00,321.00,361.25,-0.07,0.14,577.25,-0.16,0.06,1526071.00,"]--Intergenic--[","pSymB","SM_b20721","SM_b20721","two-component sensor histidine kinase"
"2011mTn5STM.4.08.C10",8.00,419.00,272.25,0.15,0.71,252.25,-0.07,0.80,3203178.00,"SME591688_3017","chromosome","SMc03126","SMc03126","transport system ATP-binding ABC transporter protein"
"2011mTn5STM.4.08.C11",8.00,323.00,142.25,-0.12,0.54,367.75,-0.34,0.06,335463.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.08.C12",8.00,324.00,348.25,-0.15,0.58,521.25,0.20,0.03,1775182.00,"SME591688_1673","chromosome","SMc00948","glnA","glutamine synthetase"
"2011mTn5STM.4.08.D01",8.00,429.00,401.25,-0.43,0.15,649.25,-0.40,0.09,3358736.00,"SME591688_3156","chromosome","SMc03246","SMc03246","integrase DNA protein"
"2011mTn5STM.4.08.D02",8.00,326.00,241.50,3.00562200650328e-03,0.98,316.00,0.42,0.15,1898934.00,"SME591688_1791","chromosome","SMc00515","SMc00515","hypothetical protein"
"2011mTn5STM.4.08.D03",8.00,327.00,384.00,0.14,0.38,164.00,0.39,0.27,2970177.00,"SME591688_2807","chromosome","SMc03974","SMc03974","hypothetical protein"
"2011mTn5STM.4.08.D04",8.00,328.00,172.00,-0.08,0.83,200.50,0.30,0.18,1257141.00,"RME591985_1145","pSymB","SM_b20853","SM_b20853","sugar-alcohol dehydrogenase"
"2011mTn5STM.4.08.D05",8.00,329.00,690.50,0.71,0.01,833.75,0.98,6.38109595752563e-03,495375.00,"RME591985_462","pSymB","SM_b20481","asnO","asparagine synthetase (glutamine amidotransferase) protein"
"2011mTn5STM.4.08.D06",8.00,442.00,291.25,-0.25,3.90541909944362e-03,332.25,4.24186443194231e-03,0.98,607871.00,"SME591688_559","chromosome","SMc02244","dinF","transmembrane protein"
"2011mTn5STM.4.08.D07",8.00,331.00,145.75,0.68,0.38,237.25,0.27,0.30,3070911.00,"]--Intergenic--[","chromosome","SMc03923","glgC","glucose-1-phosphate adenylyltransferase"
"2011mTn5STM.4.08.D08",8.00,332.00,186.50,0.08,0.68,264.50,-0.29,0.21,1078078.00,"SME591688_1001","chromosome","SMc00454","SMc00454","hypothetical protein"
"2011mTn5STM.4.08.D09",8.00,333.00,247.25,-0.60,0.23,167.25,-0.37,0.29,593357.00,"AE006469_587","pSymA","SMa1084","SMa1084","phosphoketolase"
"2011mTn5STM.4.08.D10",8.00,431.00,172.25,-0.03,0.77,402.50,-0.12,0.10,941578.00,"AE006469_920","pSymA","SMa1677","SMa1677","Metallo-dependent hydrolase"
"2011mTn5STM.4.08.D11",8.00,335.00,355.00,-0.06,0.31,538.50,0.04,0.63,112730.00,"AE006469_108","pSymA","SMa0204","SMa0204","sensor histidine kinase"
"2011mTn5STM.4.08.D12",8.00,336.00,307.25,-0.25,0.19,592.00,-1.36669731992578e-03,0.98,1276117.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.4.08.E01",8.00,337.00,260.00,0.26,0.56,217.75,-0.21,0.35,,"","","","",""
"2011mTn5STM.4.08.E02",8.00,453.00,245.00,0.08,0.71,332.25,-0.20,0.57,1014095.00,"SME591688_940","chromosome","SMc00080","SMc00080","hypothetical protein"
"2011mTn5STM.4.08.E03",8.00,339.00,190.00,0.71,1.63096627151335e-04,393.25,0.89,0.05,1049523.00,"SME591688_971","chromosome","SMc00096","SMc00096","hypothetical protein"
"2011mTn5STM.4.08.E04",8.00,340.00,157.00,0.25,0.56,180.50,0.26,0.55,1331264.00,"AE006469_1277","pSymA","SMa2359","SMa2359","hypothetical protein"
"2011mTn5STM.4.08.E05",8.00,418.00,335.00,0.08,0.36,527.50,-0.10,0.76,1268237.00,"AE006469_1224","pSymA","","",""
"2011mTn5STM.4.08.E06",8.00,342.00,200.00,-0.16,0.50,186.75,0.22,0.19,533793.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.4.08.E07",8.00,343.00,265.75,-0.17,0.28,348.50,-0.40,0.04,3335220.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.08.E08",8.00,478.00,277.75,-0.83,8.96762792589204e-03,144.75,-0.89,0.03,452295.00,"SME591688_424","chromosome","SMc01104","mcpX","chemoreceptor methyl-accepting chemotaxis transmembrane protein"
"2011mTn5STM.4.08.E09",8.00,345.00,121.50,-0.22,0.19,190.50,-0.23,0.27,638380.00,"AE006469_632","pSymA","SMa1163","SMa1163","Cation transport P-type ATPase"
"2011mTn5STM.4.08.E10",8.00,346.00,209.25,0.11,0.07,340.25,-0.49,0.15,208995.00,"RME591985_192","pSymB","SM_b20200","cbbT","transketolase"
"2011mTn5STM.4.08.E11",8.00,347.00,294.75,-0.28,0.27,297.25,-0.27,0.30,1006344.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.4.08.E12",8.00,348.00,242.75,-0.25,0.57,400.50,-0.15,0.37,902256.00,"RME591985_823","pSymB","SM_b21158","SM_b21158","transcriptional regulator"
"2011mTn5STM.4.08.F01",8.00,441.00,303.50,-0.12,0.27,399.75,-0.12,0.55,782413.00,"]--Intergenic--[","pSymB","SM_b21219","SM_b21219","sugar ABC transporter permease"
"2011mTn5STM.4.08.F02",8.00,465.00,276.75,-0.19,0.42,300.00,-0.49,0.01,3609250.00,"SME591688_3367","chromosome","SMc04403","dcp","peptidyl-dipeptidase A protein"
"2011mTn5STM.4.08.F03",8.00,351.00,236.50,-0.49,0.17,335.00,-0.28,0.20,1088181.00,"AE006469_1051","pSymA","SMa1913","SMa1913","Na+/H+ antiporter"
"2011mTn5STM.4.08.F04",8.00,352.00,308.50,-0.10,0.27,320.75,-0.13,0.56,2729339.00,"SME591688_2578","chromosome","SMc02025","SMc02025","dipeptide-binding periplasmic protein"
"2011mTn5STM.4.08.F05",8.00,430.00,166.75,-0.24,0.14,71.75,-0.28,0.21,1346444.00,"RME591985_1243","pSymB","SM_b21416","ddhA","glucose-1-phosphate cytidylyltransferase"
"2011mTn5STM.4.08.F06",8.00,354.00,315.25,-0.34,0.23,310.25,-0.36,0.23,91014.00,"AE006469_87","pSymA","SMa0164","SMa0164","hypothetical protein"
"2011mTn5STM.4.08.F07",8.00,454.00,163.00,-0.17,0.43,265.50,-0.24,0.40,583998.00,"]--Intergenic--[","pSymB","SM_b20559","SM_b20559","hypothetical protein"
"2011mTn5STM.4.08.F08",8.00,356.00,245.25,-0.61,0.01,332.25,-0.11,0.74,2661552.00,"SME591688_2511","chromosome","SMc01837","ureC","urease subunit alpha"
"2011mTn5STM.4.08.F09",8.00,395.00,252.00,-0.21,0.02,380.00,-0.07,0.75,3534252.00,"]--Intergenic--[","chromosome","SMc03870","thiP","thiamine transporter membrane protein"
"2011mTn5STM.4.08.F10",8.00,358.00,253.50,-0.25,0.01,208.25,0.06,0.72,3277649.00,"]--Intergenic--[","chromosome","SMc02514","SMc02514","periplasmic binding ABC transporter protein"
"2011mTn5STM.4.08.F11",8.00,479.00,200.50,0.34,0.05,395.25,0.74,0.22,773755.00,"AE006469_769","pSymA","SMa1408","SMa1408","dehydratase"
"2011mTn5STM.4.08.F12",8.00,360.00,355.50,-0.17,0.56,688.75,-0.23,4.38750352419129e-03,25356.00,"RME591985_20","pSymB","SM_b20018","SM_b20018","sugar ABC transporter substrate-binding protein"
"2011mTn5STM.4.08.G01",8.00,361.00,598.50,-0.36,0.04,609.25,-0.36,9.32508508316503e-03,1239741.00,"AE006469_1195","pSymA","SMa2213","SMa2213","aldehyde dehydrogenase"
"2011mTn5STM.4.08.G02",8.00,362.00,175.75,-0.63,0.13,353.75,-0.98,9.61473795862574e-04,844927.00,"RME591985_773","pSymB","SM_b21270","SM_b21270","transcriptional regulator"
"2011mTn5STM.4.08.G03",8.00,363.00,98.00,0.23,0.10,196.75,9.7497415279025e-03,0.93,1707855.00,"SME591688_1602","chromosome","SMc01217","SMc01217","transport transmembrane protein"
"2011mTn5STM.4.08.G04",8.00,364.00,451.75,-0.04,0.84,364.75,-0.15,0.43,3345451.00,"SME591688_3141","chromosome","SMc03236","SMc03236","glutamine amidotransferase"
"2011mTn5STM.4.08.G05",8.00,365.00,273.25,0.47,0.31,464.00,0.23,0.25,2241297.00,"SME591688_2117","chromosome","SMc04362","SMc04362","transporter"
"2011mTn5STM.4.08.G06",8.00,366.00,287.25,-0.33,4.35478675100924e-03,490.00,-0.35,0.04,25857.00,"AE006469_21","pSymA","SMa0045","cah","carbonic anhydrase"
"2011mTn5STM.4.08.G07",8.00,367.00,234.25,-0.30,0.15,381.75,0.29,0.59,392778.00,"RME591985_366","pSymB","SM_b20381","SM_b20381","ABC transporter permease"
"2011mTn5STM.4.08.G09",8.00,369.00,109.50,-0.17,0.29,442.50,-0.32,0.01,159302.00,"AE006469_152","pSymA","SMa0285","SMa0285","hypothetical protein"
"2011mTn5STM.4.08.G10",8.00,370.00,340.75,0.21,0.12,421.75,0.10,0.59,1171931.00,"SME591688_1092","chromosome","SMc02650","arsH","hypothetical protein"
"2011mTn5STM.4.08.G11",8.00,371.00,99.25,-0.32,0.14,321.50,0.24,0.60,1556032.00,"RME591985_1456","pSymB","SM_b20764","phnL","phosphonate uptake ABC transporter ATP-binding protein"
"2011mTn5STM.4.08.G12",8.00,372.00,494.00,-0.10,0.59,229.00,-0.14,0.33,3143646.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.08.H01",8.00,373.00,335.00,-0.08,0.56,744.25,-0.23,0.25,300697.00,"AE006469_296","pSymA","","",""
"2011mTn5STM.4.08.H02",8.00,477.00,360.25,0.10,0.71,531.50,-0.19,0.05,1408087.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.4.08.H03",8.00,375.00,274.50,-0.05,0.32,415.50,-0.02,0.82,854505.00,"RME591985_782","pSymB","SM_b21279","SM_b21279","amidohydrolase"
"2011mTn5STM.4.08.H04",8.00,376.00,282.25,0.11,0.45,422.50,0.19,0.08,2431970.00,"SME591688_2290","chromosome","SMc01638","SMc01638","bifunctional 3-hydroxyacyl-CoA dehydrogenase/thioesterase"
"2011mTn5STM.4.08.H05",8.00,377.00,417.75,0.22,0.18,380.50,-0.03,0.78,1074612.00,"SME591688_998","chromosome","SMc00110","gcd","glucose dehydrogenase"
"2011mTn5STM.4.08.H06",8.00,378.00,315.00,0.18,0.24,566.00,0.27,8.904681874663e-03,895217.00,"RME591985_815","pSymB","SM_b21150","SM_b21150","sugar uptake ABC transporter permease"
"2011mTn5STM.4.08.H07",8.00,379.00,463.75,-0.14,0.24,741.25,0.03,0.76,63486.00,"]--Intergenic--[","pSymB","SM_b20054","cpo","non-heme chloroperoxidase"
"2011mTn5STM.4.08.H09",8.00,381.00,366.50,-1.56,5.98044105187653e-03,424.00,-1.40,9.10636035953702e-03,702663.00,"SME591688_649","chromosome","SMc03004","mcpE","chemoreceptor (methyl-accepting chemotaxis protein)"
"2011mTn5STM.4.08.H10",8.00,382.00,2.25,0.12,0.91,5.25,-0.06,0.89,3578833.00,"SME591688_3345","chromosome","SMc04382","ndvB","beta-(1,2)-glucan production associated transmembrane protein"
"2011mTn5STM.4.08.H11",8.00,383.00,600.50,-0.36,0.01,1077.25,-0.33,5.54526384887703e-03,296298.00,"SME591688_267","chromosome","SMc00339","cyaA","adenylate cyclase"
"2011mTn5STM.4.08.H12",8.00,396.00,164.50,0.19,0.53,459.50,-0.09,0.35,161495.00,"SME591688_144","chromosome","SMc04113","cpaA1","pilus assembly transmembrane protein"
"2011mTn5STM.4.09.A01",9.00,289.00,336.75,-0.19,0.25,212.50,-0.20,0.25,214540.00,"SME591688_190","chromosome","SMc02860","SMc02860","hypothetical protein"
"2011mTn5STM.4.09.A02",9.00,317.00,377.25,0.43,0.03,285.25,0.43,0.14,2898004.00,"SME591688_2742","chromosome","SMc00678","SMc00678","transcriptional regulator"
"2011mTn5STM.4.09.A03",9.00,291.00,456.00,-0.27,4.53008829358411e-03,611.25,-0.27,0.02,43504.00,"AE006469_41","pSymA","SMa0082","SMa0082","ABC transporter substrate-binding protein"
"2011mTn5STM.4.09.A04",9.00,406.00,1119.25,-0.26,6.86149858385621e-03,2058.75,-0.08,0.54,3174915.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.A05",9.00,293.00,517.00,0.62,0.02,574.25,0.39,0.03,772093.00,"SME591688_718","chromosome","SMc00761","ordL2","oxidoreductase"
"2011mTn5STM.4.09.A06",9.00,294.00,545.50,-0.65,7.23414697731151e-03,843.00,-0.16,0.12,164734.00,"]--Intergenic--[","pSymB","SM_b20149","SM_b20149","hypothetical protein"
"2011mTn5STM.4.09.A07",9.00,295.00,285.25,0.28,0.06,604.75,0.67,9.71411984666222e-04,893463.00,"RME591985_813","pSymB","SM_b21148","SM_b21148","oxidoreductase"
"2011mTn5STM.4.09.A08",9.00,296.00,304.75,-0.35,0.01,393.75,0.26,0.10,794477.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.A09",9.00,297.00,101.75,-2.61,4.50182181804154e-04,53.50,-2.09,0.01,2818487.00,"SME591688_2657","chromosome","SMc02435","hemK1","methyltransferase"
"2011mTn5STM.4.09.A10",9.00,407.00,485.50,0.11,0.54,534.50,0.01,0.86,2153579.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.A11",9.00,299.00,735.75,-0.51,5.52018678742325e-03,924.25,-0.56,4.28364417944319e-03,,"","","","",""
"2011mTn5STM.4.09.A12",9.00,300.00,181.75,-0.32,0.14,236.75,-0.37,0.07,3342697.00,"SME591688_3138","chromosome","SMc03233","SMc03233","hypothetical protein"
"2011mTn5STM.4.09.B01",9.00,452.00,569.50,-1.64,3.96258722627398e-04,477.25,-1.85,3.99400034240746e-05,2976688.00,"]--Intergenic--[","chromosome","SMc03980","SMc03980","hypothetical protein"
"2011mTn5STM.4.09.B02",9.00,290.00,262.25,-0.16,0.26,216.75,-0.37,0.05,2372003.00,"SME591688_2239","chromosome","SMc01843","metF","5,10-methylenetetrahydrofolate reductase"
"2011mTn5STM.4.09.B03",9.00,394.00,473.00,0.04,0.41,393.50,6.52261972539779e-03,0.94,1240509.00,"AE006469_1195","pSymA","SMa2213","SMa2213","aldehyde dehydrogenase"
"2011mTn5STM.4.09.B04",9.00,304.00,328.00,0.08,0.44,309.75,-0.16,0.29,448563.00,"RME591985_419","pSymB","SM_b20434","SM_b20434","hydrolasepeptidase"
